IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.154.122.18,443,443,true,FRA,Europe,Frankfurt,201,9.02
34.72.146.82,443,0,true,ORD,North America,Chicago,204,9.02
34.41.252.92,443,443,true,ORD,North America,Chicago,204,9.02
34.65.69.117,443,443,true,FRA,Europe,Frankfurt,176,9.01
34.65.172.12,443,443,true,FRA,Europe,Frankfurt,187,9.01
34.69.150.180,443,443,true,ORD,North America,Chicago,209,9.01
34.72.146.82,443,443,true,ORD,North America,Chicago,205,9.01
34.130.195.13,443,443,true,YYZ,North America,Toronto,210,9.00
34.29.228.169,443,443,true,ORD,North America,Chicago,205,9.00
34.154.14.191,443,443,true,FRA,Europe,Frankfurt,223,9.00
34.145.145.76,443,443,true,IAD,North America,Ashburn,270,9.00
34.72.146.82,443,443,true,ORD,North America,Chicago,204,8.99
34.72.146.82,443,443,true,ORD,North America,Chicago,206,8.99
35.224.40.99,443,443,true,ORD,North America,Chicago,208,8.99
34.150.180.124,443,443,true,IAD,North America,Ashburn,223,8.99
35.226.211.129,443,443,true,ORD,North America,Chicago,243,8.99
34.118.25.155,443,443,true,FRA,Europe,Frankfurt,187,8.97
35.199.37.84,443,443,true,IAD,North America,Ashburn,214,8.96
34.118.114.236,443,443,true,FRA,Europe,Frankfurt,184,8.96
34.150.180.124,443,443,true,IAD,North America,Ashburn,211,8.96
35.232.160.115,443,443,true,ORD,North America,Chicago,205,8.95
35.202.158.120,443,443,true,ORD,North America,Chicago,208,8.93
34.65.169.189,443,443,true,FRA,Europe,Frankfurt,179,8.92
34.29.228.169,443,443,true,ORD,North America,Chicago,206,8.92
34.32.138.113,443,443,true,FRA,Europe,Frankfurt,199,8.92
34.69.150.180,443,443,true,ORD,North America,Chicago,230,8.91
34.65.165.68,443,443,true,FRA,Europe,Frankfurt,187,8.90
34.65.105.132,443,443,true,FRA,Europe,Frankfurt,173,8.90
34.65.60.0,443,443,true,FRA,Europe,Frankfurt,174,8.89
34.154.149.151,443,443,true,FRA,Europe,Frankfurt,179,8.89
34.150.133.11,443,443,true,IAD,North America,Ashburn,211,8.88
34.154.5.251,443,443,true,FRA,Europe,Frankfurt,187,8.88
34.65.108.37,443,443,true,FRA,Europe,Frankfurt,217,8.87
34.154.99.104,443,443,true,FRA,Europe,Frankfurt,163,8.87
34.48.2.26,443,443,true,IAD,North America,Ashburn,213,8.87
34.116.241.33,443,443,true,FRA,Europe,Frankfurt,218,8.86
34.116.152.212,443,443,true,FRA,Europe,Frankfurt,189,8.85
34.65.35.234,443,443,true,FRA,Europe,Frankfurt,180,8.84
34.70.91.86,443,0,true,ORD,North America,Chicago,206,8.83
34.34.32.211,443,443,true,FRA,Europe,Frankfurt,199,8.83
34.118.63.12,443,443,true,FRA,Europe,Frankfurt,188,8.83
34.118.11.220,443,443,true,CDG,Europe,Paris,188,8.81
34.65.35.234,443,443,true,FRA,Europe,Frankfurt,174,8.75
34.150.133.11,443,443,true,IAD,North America,Ashburn,211,8.75
34.65.150.119,443,443,true,FRA,Europe,Frankfurt,187,8.72
34.118.67.25,443,443,true,FRA,Europe,Frankfurt,187,8.72
34.65.171.172,443,443,true,FRA,Europe,Frankfurt,183,8.72
34.65.60.0,443,443,true,AMS,Europe,Amsterdam,188,8.71
34.65.58.194,443,443,true,FRA,Europe,Frankfurt,175,8.69
34.116.197.210,443,443,true,FRA,Europe,Frankfurt,194,8.67
34.48.2.26,443,443,true,IAD,North America,Ashburn,212,8.66
35.188.87.85,80,8080,false,ORD,North America,Chicago,205,8.59
34.66.72.229,443,443,true,ORD,North America,Chicago,205,8.58
34.118.74.5,443,443,true,FRA,Europe,Frankfurt,282,8.55
34.116.190.16,443,443,true,FRA,Europe,Frankfurt,187,8.55
34.74.105.17,80,8080,false,ATL,North America,Atlanta,218,8.51
34.116.188.237,443,443,true,FRA,Europe,Frankfurt,174,8.50
34.34.26.94,443,443,true,FRA,Europe,Frankfurt,184,8.48
34.65.14.48,443,443,true,FRA,Europe,Frankfurt,174,8.45
34.90.5.203,443,443,true,AMS,Europe,Amsterdam,294,8.45
34.65.52.128,443,443,true,FRA,Europe,Frankfurt,187,8.42
34.118.92.155,443,443,true,FRA,Europe,Frankfurt,187,8.42
34.118.127.239,443,443,true,FRA,Europe,Frankfurt,184,8.41
34.65.172.12,443,443,true,FRA,Europe,Frankfurt,177,8.41
34.118.76.197,443,443,true,FRA,Europe,Frankfurt,188,8.40
34.118.63.83,443,443,true,FRA,Europe,Frankfurt,218,8.38
34.105.189.25,443,443,true,LHR,Europe,London,186,8.36
34.118.99.126,443,443,true,FRA,Europe,Frankfurt,186,8.33
34.118.91.61,443,443,true,FRA,Europe,Frankfurt,184,8.32
34.65.131.249,443,443,true,CDG,Europe,Paris,203,8.27
34.65.115.78,443,443,true,FRA,Europe,Frankfurt,177,8.25
34.118.55.28,443,443,true,FRA,Europe,Frankfurt,209,8.24
34.118.2.183,443,443,true,FRA,Europe,Frankfurt,189,8.23
34.118.90.137,443,443,true,FRA,Europe,Frankfurt,187,8.22
34.91.69.135,443,443,true,AMS,Europe,Amsterdam,246,8.20
34.118.58.146,443,443,true,AMS,Europe,Amsterdam,185,8.18
34.74.105.17,80,8080,false,ATL,North America,Atlanta,218,8.14
34.148.187.247,443,443,true,ATL,North America,Atlanta,218,8.12
35.190.152.145,443,443,true,ATL,North America,Atlanta,218,8.12
34.116.188.43,443,443,true,FRA,Europe,Frankfurt,205,8.08
34.66.72.229,443,443,true,ORD,North America,Chicago,205,8.06
34.116.153.22,443,443,true,FRA,Europe,Frankfurt,189,8.05
34.116.238.23,443,443,true,FRA,Europe,Frankfurt,190,7.94
34.65.222.97,443,443,true,FRA,Europe,Frankfurt,236,7.93
34.116.210.146,443,443,true,FRA,Europe,Frankfurt,186,7.90
34.116.218.79,443,443,true,FRA,Europe,Frankfurt,190,7.89
34.154.78.70,443,443,true,FRA,Europe,Frankfurt,213,7.86
34.116.206.226,443,443,true,FRA,Europe,Frankfurt,190,7.85
34.154.217.68,443,443,true,FRA,Europe,Frankfurt,186,7.82
34.65.254.136,443,443,true,FRA,Europe,Frankfurt,240,7.81
34.148.187.247,443,443,true,ATL,North America,Atlanta,304,7.81
34.154.87.32,443,443,true,FRA,Europe,Frankfurt,202,7.74
34.118.49.212,443,443,true,FRA,Europe,Frankfurt,195,7.74
34.154.128.15,443,443,true,FRA,Europe,Frankfurt,193,7.71
34.154.85.218,443,443,true,FRA,Europe,Frankfurt,218,7.68
34.154.39.207,443,443,true,FRA,Europe,Frankfurt,202,7.68
34.154.232.65,443,443,true,FRA,Europe,Frankfurt,217,7.67
34.154.211.195,443,443,true,FRA,Europe,Frankfurt,227,7.65
34.147.127.185,443,443,true,FRA,Europe,Frankfurt,162,7.63
34.65.241.114,443,443,true,FRA,Europe,Frankfurt,174,7.61
34.154.60.225,443,443,true,FRA,Europe,Frankfurt,180,7.55
34.147.66.36,443,443,true,FRA,Europe,Frankfurt,162,7.50
34.74.105.17,80,8080,false,ATL,North America,Atlanta,221,7.47
34.65.18.138,443,443,true,FRA,Europe,Frankfurt,177,7.46
34.118.76.188,443,443,true,FRA,Europe,Frankfurt,191,7.44
34.34.186.205,443,443,true,CDG,Europe,Paris,226,7.23
34.154.82.65,443,443,true,FRA,Europe,Frankfurt,228,7.19
34.65.224.8,443,443,true,FRA,Europe,Frankfurt,175,7.05
34.154.131.195,443,443,true,FRA,Europe,Frankfurt,187,7.04
34.65.41.218,443,443,true,FRA,Europe,Frankfurt,175,7.03
34.65.13.192,443,443,true,FRA,Europe,Frankfurt,221,7.00
34.154.26.7,443,443,true,FRA,Europe,Frankfurt,206,6.95
34.154.80.172,443,443,true,FRA,Europe,Frankfurt,200,6.91
34.65.113.146,443,443,true,FRA,Europe,Frankfurt,172,6.88
34.89.207.204,443,443,true,FRA,Europe,Frankfurt,237,6.81
34.107.125.78,443,443,true,FRA,Europe,Frankfurt,354,6.80
34.65.171.157,443,443,true,FRA,Europe,Frankfurt,166,6.78
34.65.224.8,443,443,true,FRA,Europe,Frankfurt,233,6.70
34.118.58.201,443,443,true,FRA,Europe,Frankfurt,176,6.64
34.107.92.61,443,443,true,FRA,Europe,Frankfurt,323,6.62
34.154.186.47,443,443,true,FRA,Europe,Frankfurt,165,6.59
34.154.23.100,443,443,true,FRA,Europe,Frankfurt,210,6.58
34.154.220.42,443,443,true,FRA,Europe,Frankfurt,187,6.40
34.65.113.146,443,443,true,CDG,Europe,Paris,227,6.35
34.154.189.241,443,443,true,FRA,Europe,Frankfurt,216,6.34
34.65.122.235,443,443,true,CDG,Europe,Paris,197,6.34
34.118.29.222,443,443,true,FRA,Europe,Frankfurt,264,6.33
34.107.35.197,443,443,true,FRA,Europe,Frankfurt,195,6.32
34.154.180.236,443,443,true,FRA,Europe,Frankfurt,181,6.29
34.107.17.213,443,443,true,FRA,Europe,Frankfurt,158,6.15
34.154.49.18,443,443,true,FRA,Europe,Frankfurt,188,6.14
34.65.168.45,443,443,true,FRA,Europe,Frankfurt,250,6.01
35.228.140.197,8443,443,true,ARN,Europe,Stockholm,249,5.90
34.65.220.67,443,443,true,FRA,Europe,Frankfurt,169,5.84
34.65.223.160,443,443,true,FRA,Europe,Frankfurt,165,5.83
34.65.113.100,443,443,true,FRA,Europe,Frankfurt,234,5.78
34.65.35.242,443,443,true,FRA,Europe,Frankfurt,180,5.77
34.118.28.224,443,443,true,FRA,Europe,Frankfurt,240,5.72
34.89.207.204,443,443,true,FRA,Europe,Frankfurt,217,5.72
34.107.125.78,443,443,true,FRA,Europe,Frankfurt,158,5.69
34.118.33.218,443,443,true,FRA,Europe,Frankfurt,186,5.64
35.234.123.182,443,443,true,FRA,Europe,Frankfurt,171,5.60
34.116.198.118,443,443,true,FRA,Europe,Frankfurt,233,5.60
34.65.78.162,443,443,true,AMS,Europe,Amsterdam,233,5.59
34.65.254.136,443,0,true,FRA,Europe,Frankfurt,185,5.51
34.154.50.78,443,443,true,FRA,Europe,Frankfurt,228,5.45
34.107.92.61,443,443,true,FRA,Europe,Frankfurt,213,5.44
34.116.207.140,443,443,true,FRA,Europe,Frankfurt,186,5.40
35.189.99.124,443,443,true,LHR,Europe,London,167,5.37
34.65.86.254,443,443,true,FRA,Europe,Frankfurt,166,5.37
34.154.175.185,443,443,true,FRA,Europe,Frankfurt,215,5.37
34.116.198.118,443,443,true,FRA,Europe,Frankfurt,253,5.32
34.65.168.20,443,443,true,AMS,Europe,Amsterdam,211,5.32
34.116.215.190,443,443,true,CDG,Europe,Paris,199,5.31
34.65.113.146,443,443,true,FRA,Europe,Frankfurt,193,5.31
34.118.109.36,443,443,true,AMS,Europe,Amsterdam,188,5.27
34.34.51.148,443,443,true,FRA,Europe,Frankfurt,164,5.25
34.116.228.34,443,443,true,FRA,Europe,Frankfurt,286,5.21
34.154.59.132,443,443,true,FRA,Europe,Frankfurt,247,5.17
34.65.168.20,443,443,true,FRA,Europe,Frankfurt,244,5.15
34.154.104.145,443,443,true,FRA,Europe,Frankfurt,232,5.10
34.34.51.148,443,443,true,FRA,Europe,Frankfurt,212,5.09
34.90.191.243,443,443,true,AMS,Europe,Amsterdam,173,5.04
34.65.78.162,443,443,true,FRA,Europe,Frankfurt,239,5.02
34.118.31.28,443,443,true,FRA,Europe,Frankfurt,239,4.96
34.32.152.102,443,443,true,FRA,Europe,Frankfurt,234,4.94
34.65.225.189,443,443,true,FRA,Europe,Frankfurt,168,4.92
34.107.35.197,443,443,true,FRA,Europe,Frankfurt,236,4.90
34.147.63.51,443,443,true,FRA,Europe,Frankfurt,209,4.88
34.91.48.184,443,443,true,FRA,Europe,Frankfurt,240,4.88
34.65.41.218,443,443,true,AMS,Europe,Amsterdam,235,4.87
34.118.28.224,443,443,true,FRA,Europe,Frankfurt,177,4.86
34.118.21.89,443,443,true,FRA,Europe,Frankfurt,189,4.81
34.118.31.28,443,443,true,FRA,Europe,Frankfurt,193,4.81
34.34.39.57,443,443,true,FRA,Europe,Frankfurt,210,4.79
34.32.130.206,443,443,true,FRA,Europe,Frankfurt,229,4.78
34.118.1.100,443,443,true,FRA,Europe,Frankfurt,260,4.70
34.154.36.125,443,443,true,FRA,Europe,Frankfurt,251,4.68
34.154.209.234,443,443,true,FRA,Europe,Frankfurt,228,4.55
34.65.84.132,443,443,true,FRA,Europe,Frankfurt,176,4.54
34.89.138.30,443,443,true,FRA,Europe,Frankfurt,222,4.48
34.154.9.178,443,443,true,AMS,Europe,Amsterdam,216,4.38
34.90.191.243,443,443,true,FRA,Europe,Frankfurt,162,4.37
34.65.171.157,443,443,true,FRA,Europe,Frankfurt,186,4.28
34.154.1.198,443,443,true,FRA,Europe,Frankfurt,184,4.22
34.65.13.192,443,443,true,FRA,Europe,Frankfurt,256,4.15
34.65.168.20,443,443,true,FRA,Europe,Frankfurt,240,4.06
34.91.83.51,443,443,true,FRA,Europe,Frankfurt,245,4.02
104.197.244.174,8080,80,false,ORD,North America,Chicago,206,4.00
34.89.134.176,443,443,true,FRA,Europe,Frankfurt,235,3.95
34.65.181.153,443,443,true,FRA,Europe,Frankfurt,239,3.91
34.154.170.44,443,443,true,FRA,Europe,Frankfurt,190,3.90
34.118.80.175,443,443,true,FRA,Europe,Frankfurt,266,3.89
34.65.181.153,443,443,true,FRA,Europe,Frankfurt,240,3.87
34.65.220.67,443,443,true,FRA,Europe,Frankfurt,164,3.87
34.90.191.52,443,443,true,CDG,Europe,Paris,178,3.80
34.89.171.21,443,443,true,FRA,Europe,Frankfurt,246,3.76
34.65.122.235,443,443,true,FRA,Europe,Frankfurt,162,3.67
34.65.235.63,443,443,true,AMS,Europe,Amsterdam,210,3.62
34.118.99.110,443,443,true,CDG,Europe,Paris,245,3.57
34.154.200.148,443,443,true,FRA,Europe,Frankfurt,249,3.55
34.65.148.240,443,443,true,FRA,Europe,Frankfurt,175,3.54
34.65.219.21,443,443,true,FRA,Europe,Frankfurt,174,3.53
34.89.175.145,443,443,true,FRA,Europe,Frankfurt,169,3.51
34.89.134.176,443,443,true,FRA,Europe,Frankfurt,167,3.44
34.147.3.225,443,443,true,FRA,Europe,Frankfurt,252,3.33
34.65.52.128,443,443,true,FRA,Europe,Frankfurt,196,3.32
34.118.38.251,443,443,true,FRA,Europe,Frankfurt,187,3.19
34.91.69.135,443,443,true,CDG,Europe,Paris,229,3.17
34.34.8.23,443,443,true,FRA,Europe,Frankfurt,231,3.12
34.154.176.199,443,443,true,FRA,Europe,Frankfurt,225,3.07
34.91.81.192,443,443,true,FRA,Europe,Frankfurt,235,3.06
34.65.169.19,443,443,true,FRA,Europe,Frankfurt,234,3.05
34.65.206.57,443,443,true,FRA,Europe,Frankfurt,232,2.99
34.65.235.63,443,443,true,FRA,Europe,Frankfurt,243,2.97
34.91.211.239,443,443,true,FRA,Europe,Frankfurt,245,2.88
34.65.236.226,443,443,true,FRA,Europe,Frankfurt,234,2.87
34.65.168.5,443,443,true,FRA,Europe,Frankfurt,172,2.83
34.147.101.117,2096,80,false,AMS,Europe,Amsterdam,161,2.76
34.91.251.139,443,443,true,FRA,Europe,Frankfurt,171,2.71
34.147.101.117,2095,80,false,AMS,Europe,Amsterdam,165,2.70
34.147.101.117,2082,80,false,AMS,Europe,Amsterdam,167,2.70
34.147.101.117,2087,80,false,AMS,Europe,Amsterdam,165,2.64
34.147.101.117,2086,80,false,AMS,Europe,Amsterdam,164,2.61
34.65.244.68,443,443,true,FRA,Europe,Frankfurt,195,2.60
34.175.133.251,2087,80,false,MAD,Europe,Madrid,186,2.58
34.116.203.29,443,443,true,FRA,Europe,Frankfurt,186,2.54
34.175.133.251,2096,80,false,MAD,Europe,Madrid,178,2.53
34.65.168.45,443,443,true,FRA,Europe,Frankfurt,164,2.51
34.175.95.58,2095,80,false,MAD,Europe,Madrid,185,2.50
34.175.133.251,2053,80,false,MAD,Europe,Madrid,184,2.50
34.175.244.157,2095,80,false,MAD,Europe,Madrid,181,2.48
34.175.133.251,2052,80,false,MAD,Europe,Madrid,182,2.47
34.65.142.228,443,443,true,CDG,Europe,Paris,202,2.47
34.65.99.15,443,443,true,FRA,Europe,Frankfurt,184,2.47
34.65.252.184,443,443,true,FRA,Europe,Frankfurt,174,2.45
34.175.133.251,2082,80,false,MAD,Europe,Madrid,188,2.45
34.175.95.58,2053,80,false,MAD,Europe,Madrid,180,2.45
34.147.101.117,2083,80,false,AMS,Europe,Amsterdam,165,2.45
34.147.101.117,2053,80,false,AMS,Europe,Amsterdam,164,2.44
34.175.95.58,2082,80,false,MAD,Europe,Madrid,182,2.44
34.175.95.58,2052,80,false,MAD,Europe,Madrid,181,2.44
34.175.133.251,2095,80,false,MAD,Europe,Madrid,182,2.43
35.229.161.32,443,443,true,TPE,Asia Pacific,Taipei,45,2.42
34.175.133.251,2086,80,false,MAD,Europe,Madrid,183,2.41
34.175.7.231,2053,80,false,MAD,Europe,Madrid,179,2.41
34.175.133.251,2083,80,false,MAD,Europe,Madrid,179,2.40
34.175.161.245,2095,80,false,MAD,Europe,Madrid,181,2.39
34.65.84.112,443,443,true,FRA,Europe,Frankfurt,271,2.39
34.175.95.58,2096,80,false,MAD,Europe,Madrid,181,2.39
34.175.95.58,2086,80,false,MAD,Europe,Madrid,182,2.38
34.175.161.245,2086,80,false,MAD,Europe,Madrid,189,2.38
34.175.99.73,2096,80,false,MAD,Europe,Madrid,184,2.36
34.175.7.231,2052,80,false,MAD,Europe,Madrid,182,2.35
34.175.168.99,2082,80,false,MAD,Europe,Madrid,185,2.34
34.175.95.58,2087,80,false,MAD,Europe,Madrid,179,2.33
34.147.82.194,2053,80,false,AMS,Europe,Amsterdam,168,2.32
34.65.168.5,443,443,true,FRA,Europe,Frankfurt,234,2.27
34.175.7.231,2082,80,false,MAD,Europe,Madrid,183,2.27
34.175.95.58,2083,80,false,MAD,Europe,Madrid,184,2.26
35.200.238.235,443,443,true,BOM,Asia Pacific,Mumbai,61,2.24
34.175.161.245,2053,80,false,MAD,Europe,Madrid,182,2.23
34.175.161.245,2052,80,false,MAD,Europe,Madrid,223,2.23
34.175.244.157,2083,80,false,MAD,Europe,Madrid,183,2.23
34.175.161.245,2083,80,false,MAD,Europe,Madrid,181,2.23
34.175.168.99,2083,80,false,MAD,Europe,Madrid,182,2.22
34.175.99.73,2086,80,false,MAD,Europe,Madrid,179,2.20
34.118.123.17,443,443,true,FRA,Europe,Frankfurt,192,2.20
34.175.161.245,2082,80,false,MAD,Europe,Madrid,182,2.18
34.175.99.73,2082,80,false,MAD,Europe,Madrid,181,2.18
34.175.161.245,2087,80,false,MAD,Europe,Madrid,192,2.18
34.175.161.245,2096,80,false,MAD,Europe,Madrid,184,2.18
34.175.244.157,2082,80,false,MAD,Europe,Madrid,182,2.17
34.175.244.157,2052,80,false,MAD,Europe,Madrid,186,2.17
34.175.244.157,2087,80,false,MAD,Europe,Madrid,208,2.16
34.175.143.15,2095,80,false,MAD,Europe,Madrid,180,2.16
34.175.99.73,2052,80,false,MAD,Europe,Madrid,179,2.16
34.65.62.172,443,443,true,FRA,Europe,Frankfurt,184,2.16
34.175.168.99,2087,80,false,MAD,Europe,Madrid,185,2.15
34.175.7.231,2087,80,false,MAD,Europe,Madrid,184,2.13
34.65.245.65,443,443,true,FRA,Europe,Frankfurt,202,2.13
35.200.238.235,443,443,true,BOM,Asia Pacific,Mumbai,173,2.13
34.175.244.157,2096,80,false,MAD,Europe,Madrid,183,2.12
34.154.214.193,443,443,true,FRA,Europe,Frankfurt,242,2.11
34.175.244.157,2053,80,false,MAD,Europe,Madrid,180,2.11
34.154.88.28,443,443,true,FRA,Europe,Frankfurt,204,2.10
34.175.244.157,2086,80,false,MAD,Europe,Madrid,182,2.09
34.107.92.61,443,443,true,FRA,Europe,Frankfurt,295,2.06
34.154.70.103,443,443,true,FRA,Europe,Frankfurt,166,2.04
34.154.43.127,443,443,true,AMS,Europe,Amsterdam,178,2.04
34.175.99.73,2095,80,false,MAD,Europe,Madrid,179,2.02
34.35.49.123,443,443,true,JNB,Africa,Johannesburg,377,1.97
34.154.74.34,443,443,true,FRA,Europe,Frankfurt,164,1.95
34.65.113.100,443,443,true,FRA,Europe,Frankfurt,179,1.82
34.154.152.78,443,443,true,FRA,Europe,Frankfurt,232,1.80
34.118.39.4,443,443,true,FRA,Europe,Frankfurt,189,1.79
34.65.213.159,443,443,true,FRA,Europe,Frankfurt,259,1.76
34.89.138.30,443,443,true,FRA,Europe,Frankfurt,157,1.72
34.90.123.5,443,443,true,FRA,Europe,Frankfurt,180,1.64
34.107.125.78,443,443,true,FRA,Europe,Frankfurt,200,1.58
34.90.5.203,443,443,true,FRA,Europe,Frankfurt,240,1.49
34.90.71.209,443,443,true,AMS,Europe,Amsterdam,248,1.49
34.141.152.53,443,443,true,FRA,Europe,Frankfurt,222,1.49
35.194.241.8,8080,80,false,TPE,Asia Pacific,Taipei,41,1.48
34.90.67.37,443,443,true,FRA,Europe,Frankfurt,185,1.47
34.116.235.243,443,443,true,FRA,Europe,Frankfurt,258,1.47
34.118.75.210,443,443,true,FRA,Europe,Frankfurt,174,1.42
34.154.47.183,443,443,true,FRA,Europe,Frankfurt,235,1.42
34.154.100.69,443,443,true,FRA,Europe,Frankfurt,269,1.40
34.65.84.132,443,443,true,FRA,Europe,Frankfurt,244,1.39
34.89.138.30,443,443,true,FRA,Europe,Frankfurt,255,1.36
34.118.65.49,443,443,true,FRA,Europe,Frankfurt,174,1.36
34.65.223.160,443,443,true,FRA,Europe,Frankfurt,243,1.36
35.198.131.195,443,443,true,FRA,Europe,Frankfurt,241,1.33
34.107.17.213,443,443,true,AMS,Europe,Amsterdam,277,1.31
34.154.67.215,443,443,true,FRA,Europe,Frankfurt,220,1.31
34.118.38.185,443,443,true,FRA,Europe,Frankfurt,197,1.27
34.65.84.112,443,443,true,FRA,Europe,Frankfurt,217,1.20
34.89.207.204,443,443,true,FRA,Europe,Frankfurt,219,1.19
34.65.168.45,443,443,true,FRA,Europe,Frankfurt,184,1.13
34.154.19.174,443,443,true,FRA,Europe,Frankfurt,211,1.13
34.65.213.159,443,443,true,FRA,Europe,Frankfurt,228,1.01
34.90.231.188,443,443,true,FRA,Europe,Frankfurt,225,0.94
