IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.245.30.144,2086,2086,false,NRT,Asia Pacific,Tokyo,78,11.25
47.74.5.233,8080,8080,false,NRT,Asia Pacific,Tokyo,93,11.25
8.222.131.102,2095,2095,false,SIN,Asia Pacific,Singapore,14,11.25
47.236.103.153,8080,8080,false,SIN,Asia Pacific,Singapore,12,11.25
8.222.160.176,2087,2087,true,SIN,Asia Pacific,Singapore,104,11.25
8.219.175.127,2052,2052,false,SIN,Asia Pacific,Singapore,15,11.25
8.219.78.1,443,443,true,CDG,Europe,Paris,250,11.25
8.219.210.226,2086,2086,false,HKG,Asia Pacific,Hong Kong,62,11.25
47.74.6.16,8080,8080,false,NRT,Asia Pacific,Tokyo,86,11.25
8.219.215.214,2096,2096,true,CDG,Europe,Paris,302,11.24
47.245.37.94,2095,2095,false,NRT,Asia Pacific,Tokyo,82,11.24
47.245.53.101,2082,2082,false,NRT,Asia Pacific,Tokyo,86,11.24
8.219.63.193,2096,2096,true,SIN,Asia Pacific,Singapore,116,11.24
8.219.78.222,2082,2082,false,SIN,Asia Pacific,Singapore,13,11.24
8.219.140.229,2053,2053,true,SIN,Asia Pacific,Singapore,219,11.23
47.245.55.99,2087,2087,true,NRT,Asia Pacific,Tokyo,152,11.23
8.209.255.195,2086,2086,false,HKG,Asia Pacific,Hong Kong,164,11.23
47.74.54.145,2096,2096,true,NRT,Asia Pacific,Tokyo,183,11.23
8.219.240.141,2087,2087,true,SIN,Asia Pacific,Singapore,136,11.22
8.222.136.247,2053,2053,true,SIN,Asia Pacific,Singapore,69,11.22
8.219.145.245,8443,8443,true,SIN,Asia Pacific,Singapore,204,11.22
47.245.30.144,8443,8443,true,NRT,Asia Pacific,Tokyo,259,11.22
8.219.241.189,443,443,true,HKG,Asia Pacific,Hong Kong,139,11.22
8.219.201.245,2052,2052,false,SIN,Asia Pacific,Singapore,27,11.22
47.245.42.162,8080,8080,false,NRT,Asia Pacific,Tokyo,75,11.22
47.236.150.13,2083,2083,true,SIN,Asia Pacific,Singapore,111,11.22
47.245.55.94,8880,8880,false,NRT,Asia Pacific,Tokyo,86,11.21
8.222.167.8,8880,8880,false,SIN,Asia Pacific,Singapore,33,11.21
47.74.6.16,2083,2083,true,NRT,Asia Pacific,Tokyo,127,11.21
8.219.126.240,2083,2083,true,SIN,Asia Pacific,Singapore,183,11.21
8.219.53.222,8443,8443,true,CDG,Europe,Paris,258,11.21
8.219.55.31,2052,2052,false,NRT,Asia Pacific,Tokyo,85,11.20
47.74.5.233,8443,8443,true,NRT,Asia Pacific,Tokyo,97,11.19
47.91.19.30,2083,2083,true,NRT,Asia Pacific,Tokyo,126,11.19
8.219.121.24,80,80,false,SIN,Asia Pacific,Singapore,11,11.19
47.245.102.156,8880,8880,false,SIN,Asia Pacific,Singapore,12,11.19
47.245.115.6,443,443,true,KIX,Asia Pacific,Osaka,67,11.19
8.222.129.245,2086,2086,false,CDG,Europe,Paris,186,11.19
8.219.217.81,2082,2082,false,SIN,Asia Pacific,Singapore,12,11.19
47.245.62.84,2096,2096,true,NRT,Asia Pacific,Tokyo,221,11.18
8.219.170.180,443,443,true,SIN,Asia Pacific,Singapore,149,11.18
47.76.80.72,8443,8443,true,HKG,Asia Pacific,Hong Kong,45,11.18
8.209.222.232,8880,8880,false,HKG,Asia Pacific,Hong Kong,178,11.18
8.219.196.117,2087,2087,true,SIN,Asia Pacific,Singapore,181,11.18
8.219.193.202,2053,2053,true,SIN,Asia Pacific,Singapore,140,11.18
47.245.105.224,2086,2086,false,SIN,Asia Pacific,Singapore,6,11.18
8.219.40.37,2096,2096,true,SIN,Asia Pacific,Singapore,96,11.17
47.74.26.131,8080,8080,false,NRT,Asia Pacific,Tokyo,76,11.17
8.219.210.226,2082,2082,false,SIN,Asia Pacific,Singapore,26,11.17
47.245.54.58,80,80,false,NRT,Asia Pacific,Tokyo,74,11.17
47.74.26.131,8443,8443,true,NRT,Asia Pacific,Tokyo,107,11.17
8.222.155.242,2087,2087,true,SIN,Asia Pacific,Singapore,140,11.17
47.236.171.20,2087,2087,true,SIN,Asia Pacific,Singapore,131,11.17
47.245.39.28,2082,2082,false,NRT,Asia Pacific,Tokyo,79,11.17
8.219.228.30,2083,2083,true,SIN,Asia Pacific,Singapore,140,11.17
47.245.37.98,2053,2053,true,NRT,Asia Pacific,Tokyo,307,11.17
8.219.197.111,2083,2083,true,SIN,Asia Pacific,Singapore,180,11.17
47.245.84.155,8880,8880,false,SIN,Asia Pacific,Singapore,13,11.16
47.74.54.33,2096,2096,true,NRT,Asia Pacific,Tokyo,168,11.16
8.219.124.227,2096,2096,true,CDG,Europe,Paris,361,11.16
8.219.193.202,2083,2083,true,SIN,Asia Pacific,Singapore,147,11.16
47.91.31.235,2083,2083,true,NRT,Asia Pacific,Tokyo,99,11.15
8.219.137.50,2053,2053,true,SIN,Asia Pacific,Singapore,4,11.15
8.222.252.150,80,80,false,SIN,Asia Pacific,Singapore,11,11.15
47.236.166.84,2096,2096,true,SIN,Asia Pacific,Singapore,33,11.15
8.219.145.245,2053,2053,true,SIN,Asia Pacific,Singapore,147,11.15
8.222.174.108,2053,2053,true,SIN,Asia Pacific,Singapore,132,11.15
8.209.222.31,2096,2096,true,NRT,Asia Pacific,Tokyo,93,11.15
47.236.169.164,8880,8880,false,SIN,Asia Pacific,Singapore,16,11.14
47.236.174.206,8880,8880,false,SIN,Asia Pacific,Singapore,14,11.14
8.222.153.11,2086,2086,false,NRT,Asia Pacific,Tokyo,83,11.14
47.236.79.87,2082,2082,false,SIN,Asia Pacific,Singapore,29,11.14
47.245.12.38,8443,8443,true,NRT,Asia Pacific,Tokyo,199,11.14
8.222.167.147,2095,2095,false,SIN,Asia Pacific,Singapore,23,11.14
47.242.171.94,8443,0,true,HKG,Asia Pacific,Hong Kong,63,11.13
47.245.52.153,2095,2095,false,NRT,Asia Pacific,Tokyo,92,11.13
47.236.150.109,2052,2052,false,SIN,Asia Pacific,Singapore,17,11.13
47.245.32.215,8080,8080,false,NRT,Asia Pacific,Tokyo,80,11.13
8.219.0.162,443,443,true,SIN,Asia Pacific,Singapore,227,11.13
47.245.7.212,8880,8880,false,NRT,Asia Pacific,Tokyo,75,11.13
8.209.241.128,2053,2053,true,NRT,Asia Pacific,Tokyo,93,11.12
8.222.198.105,2052,2052,false,CDG,Europe,Paris,181,11.12
8.222.129.245,2053,2053,true,HKG,Asia Pacific,Hong Kong,205,11.11
8.219.197.111,8080,8080,false,SIN,Asia Pacific,Singapore,12,11.11
47.236.166.184,2086,2086,false,SIN,Asia Pacific,Singapore,39,11.11
8.219.102.252,8443,0,true,SIN,Asia Pacific,Singapore,4,11.11
47.245.113.12,2052,2052,false,CDG,Europe,Paris,173,11.11
47.91.16.198,2095,2095,false,NRT,Asia Pacific,Tokyo,82,11.11
47.245.41.84,8880,8880,false,NRT,Asia Pacific,Tokyo,83,11.11
8.219.210.64,2053,2053,true,SIN,Asia Pacific,Singapore,133,11.10
47.74.27.151,8443,8443,true,NRT,Asia Pacific,Tokyo,195,11.10
47.245.28.255,2096,2096,true,NRT,Asia Pacific,Tokyo,202,11.10
47.245.52.165,2095,2095,false,NRT,Asia Pacific,Tokyo,75,11.10
8.210.151.69,2086,2086,false,HKG,Asia Pacific,Hong Kong,44,11.10
8.218.142.253,2053,2053,true,HKG,Asia Pacific,Hong Kong,107,11.10
47.245.29.64,2086,2086,false,NRT,Asia Pacific,Tokyo,77,11.10
8.222.202.163,2086,2086,false,CDG,Europe,Paris,182,11.09
8.219.188.162,8080,8080,false,SIN,Asia Pacific,Singapore,12,11.09
8.219.236.8,8080,8080,false,SIN,Asia Pacific,Singapore,6,11.09
8.219.121.24,2082,2082,false,SIN,Asia Pacific,Singapore,12,11.09
8.219.97.179,2087,2087,true,CDG,Europe,Paris,270,11.09
47.74.15.117,8443,8443,true,NRT,Asia Pacific,Tokyo,104,11.09
8.219.215.12,2083,2083,true,SIN,Asia Pacific,Singapore,122,11.09
47.74.34.135,80,80,false,NRT,Asia Pacific,Tokyo,79,11.09
47.236.19.51,2053,2053,true,SIN,Asia Pacific,Singapore,110,11.09
8.219.250.239,2083,2083,true,SIN,Asia Pacific,Singapore,146,11.08
8.222.175.78,2086,2086,false,SIN,Asia Pacific,Singapore,23,11.08
8.222.221.90,80,80,false,SIN,Asia Pacific,Singapore,10,11.08
47.236.148.174,2052,2052,false,CDG,Europe,Paris,188,11.08
47.236.103.153,2096,2096,true,SIN,Asia Pacific,Singapore,180,11.07
47.245.42.162,8443,8443,true,NRT,Asia Pacific,Tokyo,292,11.07
47.245.37.29,2087,2087,true,NRT,Asia Pacific,Tokyo,121,11.07
8.219.238.145,2082,2082,false,SIN,Asia Pacific,Singapore,18,11.07
8.218.122.55,443,443,true,HKG,Asia Pacific,Hong Kong,91,11.07
47.245.54.140,2096,2096,true,NRT,Asia Pacific,Tokyo,174,11.07
8.219.195.47,2052,2052,false,SIN,Asia Pacific,Singapore,16,11.07
47.245.126.151,2052,2052,false,SIN,Asia Pacific,Singapore,12,11.06
8.219.174.213,443,443,true,SIN,Asia Pacific,Singapore,192,11.06
47.245.39.28,2053,2053,true,NRT,Asia Pacific,Tokyo,157,11.06
47.91.14.62,8443,8443,true,NRT,Asia Pacific,Tokyo,71,11.05
8.219.213.84,2096,2096,true,SIN,Asia Pacific,Singapore,147,11.05
47.74.26.196,8443,8443,true,HKG,Asia Pacific,Hong Kong,206,11.05
8.219.50.180,2053,2053,true,CDG,Europe,Paris,293,11.05
47.236.11.68,2087,2087,true,SIN,Asia Pacific,Singapore,201,11.05
47.236.94.109,2087,2087,true,SIN,Asia Pacific,Singapore,129,11.05
8.218.201.73,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,11.05
8.222.210.182,8880,8880,false,SIN,Asia Pacific,Singapore,3,11.05
47.236.172.95,2083,2083,true,CDG,Europe,Paris,191,11.05
47.236.194.67,8080,8080,false,SIN,Asia Pacific,Singapore,20,11.04
47.236.82.218,2096,2096,true,SIN,Asia Pacific,Singapore,134,11.04
47.74.52.188,2087,2087,true,NRT,Asia Pacific,Tokyo,173,11.04
8.209.243.172,8080,8080,false,NRT,Asia Pacific,Tokyo,70,11.04
47.245.94.144,8443,8443,true,SIN,Asia Pacific,Singapore,85,11.04
47.245.52.165,2053,2053,true,NRT,Asia Pacific,Tokyo,118,11.04
8.219.40.37,2086,2086,false,SIN,Asia Pacific,Singapore,5,11.03
47.236.194.67,8880,8880,false,CDG,Europe,Paris,167,11.03
47.245.59.133,2087,2087,true,NRT,Asia Pacific,Tokyo,266,11.03
8.219.233.6,2087,2087,true,SIN,Asia Pacific,Singapore,93,11.03
47.236.171.112,2053,2053,true,HKG,Asia Pacific,Hong Kong,115,11.03
47.74.13.239,2053,2053,true,NRT,Asia Pacific,Tokyo,176,11.03
47.74.42.17,2096,2096,true,NRT,Asia Pacific,Tokyo,83,11.02
8.217.149.28,8880,8880,false,HKG,Asia Pacific,Hong Kong,41,11.02
47.236.23.135,2086,2086,false,SIN,Asia Pacific,Singapore,20,11.02
47.236.161.110,2096,2096,true,SIN,Asia Pacific,Singapore,91,11.02
47.236.171.20,2096,2096,true,SIN,Asia Pacific,Singapore,124,11.02
8.219.40.37,2087,2087,true,SIN,Asia Pacific,Singapore,94,11.02
47.236.23.135,80,80,false,SIN,Asia Pacific,Singapore,23,11.02
8.218.156.91,2083,2083,true,HKG,Asia Pacific,Hong Kong,98,11.02
47.236.88.181,2053,2053,true,SIN,Asia Pacific,Singapore,119,11.02
47.74.42.17,2083,2083,true,NRT,Asia Pacific,Tokyo,118,11.01
8.218.174.118,2095,2095,false,HKG,Asia Pacific,Hong Kong,39,11.01
47.236.121.7,80,80,false,SIN,Asia Pacific,Singapore,47,11.01
47.74.60.230,2096,2096,true,HKG,Asia Pacific,Hong Kong,253,11.01
8.222.145.110,2087,2087,true,SIN,Asia Pacific,Singapore,114,11.01
47.236.144.208,2082,2082,false,CDG,Europe,Paris,187,11.01
8.219.12.152,2053,2053,true,SIN,Asia Pacific,Singapore,156,11.00
47.74.26.131,2082,2082,false,NRT,Asia Pacific,Tokyo,103,11.00
8.219.236.8,2053,2053,true,SIN,Asia Pacific,Singapore,85,11.00
47.74.34.162,2096,2096,true,NRT,Asia Pacific,Tokyo,155,11.00
47.245.37.12,2087,2087,true,NRT,Asia Pacific,Tokyo,128,10.99
8.219.199.220,2052,2052,false,HKG,Asia Pacific,Hong Kong,66,10.99
47.74.15.120,8443,8443,true,NRT,Asia Pacific,Tokyo,230,10.99
47.245.2.231,2083,2083,true,NRT,Asia Pacific,Tokyo,181,10.99
8.219.173.239,2053,2053,true,SIN,Asia Pacific,Singapore,147,10.99
8.219.172.128,80,80,false,SIN,Asia Pacific,Singapore,28,10.99
8.219.220.88,2087,2087,true,SIN,Asia Pacific,Singapore,135,10.99
47.236.189.173,2082,2082,false,SIN,Asia Pacific,Singapore,27,10.99
47.245.86.230,8880,8880,false,HKG,Asia Pacific,Hong Kong,66,10.99
8.218.122.55,8080,8080,false,HKG,Asia Pacific,Hong Kong,34,10.98
47.245.15.236,2082,2082,false,NRT,Asia Pacific,Tokyo,75,10.98
47.245.10.107,8880,8880,false,NRT,Asia Pacific,Tokyo,76,10.98
47.245.11.108,2087,2087,true,NRT,Asia Pacific,Tokyo,188,10.98
47.74.39.194,2052,2052,false,NRT,Asia Pacific,Tokyo,70,10.97
8.222.145.164,2095,2095,false,SIN,Asia Pacific,Singapore,12,10.97
8.219.63.193,2053,2053,true,SIN,Asia Pacific,Singapore,68,10.97
47.236.125.62,2096,2096,true,NRT,Asia Pacific,Tokyo,242,10.97
47.74.52.188,2095,2095,false,NRT,Asia Pacific,Tokyo,73,10.96
8.219.228.157,80,80,false,SIN,Asia Pacific,Singapore,29,10.96
47.245.37.41,8080,8080,false,NRT,Asia Pacific,Tokyo,77,10.96
47.74.27.151,2086,2086,false,NRT,Asia Pacific,Tokyo,76,10.96
8.219.250.239,2095,2095,false,SIN,Asia Pacific,Singapore,18,10.95
8.219.77.222,2087,2087,true,CDG,Europe,Paris,175,10.95
8.219.196.24,2083,2083,true,SIN,Asia Pacific,Singapore,88,10.95
8.219.171.6,2096,2096,true,CDG,Europe,Paris,390,10.95
8.209.222.232,2095,2095,false,HKG,Asia Pacific,Hong Kong,161,10.94
8.219.175.127,443,443,true,SIN,Asia Pacific,Singapore,65,10.94
47.236.171.112,2083,2083,true,SIN,Asia Pacific,Singapore,59,10.93
8.219.90.196,2053,2053,true,SIN,Asia Pacific,Singapore,120,10.93
8.218.143.10,2096,2096,true,HKG,Asia Pacific,Hong Kong,122,10.93
47.236.7.206,2095,2095,false,SIN,Asia Pacific,Singapore,24,10.93
47.74.16.67,2087,2087,true,NRT,Asia Pacific,Tokyo,160,10.93
47.91.20.14,2082,2082,false,NRT,Asia Pacific,Tokyo,93,10.93
47.245.113.117,2086,2086,false,SIN,Asia Pacific,Singapore,6,10.93
8.219.245.232,80,80,false,SIN,Asia Pacific,Singapore,54,10.93
8.219.213.112,80,80,false,SIN,Asia Pacific,Singapore,20,10.93
47.74.41.87,8080,8080,false,NRT,Asia Pacific,Tokyo,68,10.93
47.74.10.140,2082,2082,false,NRT,Asia Pacific,Tokyo,77,10.93
8.219.242.208,2052,2052,false,SIN,Asia Pacific,Singapore,17,10.93
47.236.83.239,80,80,false,SIN,Asia Pacific,Singapore,10,10.93
8.219.206.180,2086,2086,false,SIN,Asia Pacific,Singapore,20,10.92
8.219.107.135,2053,2053,true,SIN,Asia Pacific,Singapore,177,10.92
47.245.56.207,8080,8080,false,NRT,Asia Pacific,Tokyo,94,10.92
47.245.39.49,2087,2087,true,HKG,Asia Pacific,Hong Kong,339,10.92
47.74.4.47,2086,2086,false,NRT,Asia Pacific,Tokyo,73,10.92
47.236.17.165,8443,8443,true,SIN,Asia Pacific,Singapore,127,10.91
47.245.41.84,2095,2095,false,NRT,Asia Pacific,Tokyo,72,10.91
8.222.212.172,8080,8080,false,SIN,Asia Pacific,Singapore,9,10.91
47.236.39.34,2053,2053,true,SIN,Asia Pacific,Singapore,94,10.91
47.74.39.194,8080,8080,false,NRT,Asia Pacific,Tokyo,72,10.91
47.91.10.241,2083,2083,true,NRT,Asia Pacific,Tokyo,114,10.90
8.209.255.195,8443,8443,true,HKG,Asia Pacific,Hong Kong,244,10.90
47.236.175.189,2086,2086,false,SIN,Asia Pacific,Singapore,17,10.89
8.222.162.45,2083,2083,true,SIN,Asia Pacific,Singapore,219,10.89
8.222.147.203,2087,2087,true,SIN,Asia Pacific,Singapore,208,10.89
47.91.21.149,8080,8080,false,NRT,Asia Pacific,Tokyo,92,10.89
47.236.187.144,2082,2082,false,SIN,Asia Pacific,Singapore,7,10.89
8.218.188.129,2087,2087,true,HKG,Asia Pacific,Hong Kong,89,10.89
47.236.174.206,2053,2053,true,SIN,Asia Pacific,Singapore,61,10.88
8.219.222.8,2087,2087,true,SIN,Asia Pacific,Singapore,136,10.88
47.236.201.98,2096,2096,true,SIN,Asia Pacific,Singapore,92,10.88
8.219.170.232,2095,2095,false,SIN,Asia Pacific,Singapore,38,10.88
47.236.168.17,2086,2086,false,SIN,Asia Pacific,Singapore,18,10.88
47.245.11.118,2052,2052,false,NRT,Asia Pacific,Tokyo,75,10.87
8.219.206.180,2053,2053,true,SIN,Asia Pacific,Singapore,132,10.87
8.219.208.69,2053,2053,true,CDG,Europe,Paris,347,10.87
47.74.52.188,8443,8443,true,NRT,Asia Pacific,Tokyo,156,10.87
47.74.43.24,2083,2083,true,NRT,Asia Pacific,Tokyo,114,10.87
47.74.13.94,2096,2096,true,NRT,Asia Pacific,Tokyo,102,10.87
47.74.15.117,2083,2083,true,NRT,Asia Pacific,Tokyo,142,10.87
47.245.107.174,2083,2083,true,SIN,Asia Pacific,Singapore,39,10.87
8.222.145.110,2082,2082,false,SIN,Asia Pacific,Singapore,10,10.86
8.219.193.202,2086,2086,false,SIN,Asia Pacific,Singapore,27,10.86
8.219.0.162,2087,2087,true,SIN,Asia Pacific,Singapore,131,10.86
47.245.8.185,2087,2087,true,NRT,Asia Pacific,Tokyo,210,10.86
47.236.168.17,2052,2052,false,CDG,Europe,Paris,208,10.86
47.245.13.93,2052,2052,false,NRT,Asia Pacific,Tokyo,73,10.86
8.219.140.63,443,443,true,HKG,Asia Pacific,Hong Kong,226,10.86
8.219.51.211,443,443,true,HKG,Asia Pacific,Hong Kong,117,10.85
8.222.169.182,2083,2083,true,SIN,Asia Pacific,Singapore,113,10.85
8.219.86.200,8443,8443,true,SIN,Asia Pacific,Singapore,194,10.85
47.74.9.174,2082,2082,false,NRT,Asia Pacific,Tokyo,83,10.85
8.219.186.189,2052,2052,false,SIN,Asia Pacific,Singapore,35,10.84
47.236.194.67,2052,2052,false,SIN,Asia Pacific,Singapore,7,10.84
8.222.134.170,2095,2095,false,SIN,Asia Pacific,Singapore,26,10.84
8.218.188.129,2086,2086,false,HKG,Asia Pacific,Hong Kong,65,10.84
8.219.100.155,2087,2087,true,SIN,Asia Pacific,Singapore,139,10.84
8.219.201.174,2087,2087,true,SIN,Asia Pacific,Singapore,78,10.84
47.74.43.24,8443,8443,true,NRT,Asia Pacific,Tokyo,142,10.84
47.245.38.233,2087,2087,true,NRT,Asia Pacific,Tokyo,240,10.84
47.245.58.175,2086,2086,false,NRT,Asia Pacific,Tokyo,77,10.84
47.74.34.135,8443,8443,true,NRT,Asia Pacific,Tokyo,194,10.84
47.245.33.163,8880,8880,false,NRT,Asia Pacific,Tokyo,77,10.84
47.74.18.121,2096,2096,true,NRT,Asia Pacific,Tokyo,184,10.83
8.219.177.205,2053,2053,true,HKG,Asia Pacific,Hong Kong,132,10.83
47.74.13.94,2096,2096,true,NRT,Asia Pacific,Tokyo,188,10.83
8.219.248.47,8080,8080,false,SIN,Asia Pacific,Singapore,20,10.83
47.74.15.117,2086,2086,false,NRT,Asia Pacific,Tokyo,73,10.83
8.219.72.50,2053,2053,true,SIN,Asia Pacific,Singapore,108,10.82
47.236.169.15,8880,8880,false,SIN,Asia Pacific,Singapore,24,10.82
8.219.5.10,443,443,true,CDG,Europe,Paris,125,10.82
47.236.174.206,80,80,false,CDG,Europe,Paris,174,10.82
47.74.10.140,8443,8443,true,NRT,Asia Pacific,Tokyo,168,10.82
47.236.65.232,2087,2087,true,SIN,Asia Pacific,Singapore,98,10.82
47.236.11.84,2053,2053,true,SIN,Asia Pacific,Singapore,115,10.82
47.245.37.12,80,80,false,NRT,Asia Pacific,Tokyo,76,10.81
47.74.39.194,2083,2083,true,NRT,Asia Pacific,Tokyo,108,10.81
47.245.11.108,8443,8443,true,NRT,Asia Pacific,Tokyo,226,10.81
8.219.208.69,8880,8880,false,CDG,Europe,Paris,200,10.81
8.219.185.191,2086,2086,false,SIN,Asia Pacific,Singapore,21,10.81
8.222.131.102,2087,2087,true,SIN,Asia Pacific,Singapore,95,10.80
47.245.39.28,2086,2086,false,NRT,Asia Pacific,Tokyo,77,10.80
8.222.129.245,2087,2087,true,CDG,Europe,Paris,297,10.80
8.219.101.72,2086,2086,false,HKG,Asia Pacific,Hong Kong,55,10.80
8.222.136.247,2082,2082,false,SIN,Asia Pacific,Singapore,17,10.80
47.74.54.145,2086,2086,false,NRT,Asia Pacific,Tokyo,74,10.79
47.245.55.99,2083,2083,true,NRT,Asia Pacific,Tokyo,163,10.79
47.245.39.28,8443,8443,true,NRT,Asia Pacific,Tokyo,186,10.79
8.219.253.185,80,80,false,SIN,Asia Pacific,Singapore,19,10.79
47.245.11.108,2096,2096,true,NRT,Asia Pacific,Tokyo,216,10.78
8.219.178.101,2087,2087,true,SIN,Asia Pacific,Singapore,124,10.78
47.245.59.244,2083,2083,true,NRT,Asia Pacific,Tokyo,167,10.78
47.236.147.146,8080,8080,false,SIN,Asia Pacific,Singapore,36,10.78
47.74.36.154,8443,8443,true,NRT,Asia Pacific,Tokyo,122,10.78
8.219.179.34,443,443,true,SIN,Asia Pacific,Singapore,103,10.77
8.219.121.24,2052,2052,false,SIN,Asia Pacific,Singapore,10,10.77
47.245.110.13,2082,2082,false,SIN,Asia Pacific,Singapore,15,10.77
