IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
158.101.140.154,2095,2095,false,NRT,Asia Pacific,Tokyo,74,11.30
168.138.202.169,2086,2086,false,NRT,Asia Pacific,Tokyo,98,11.29
141.147.174.190,8080,8080,false,NRT,Asia Pacific,Tokyo,83,11.29
158.101.137.74,8880,8880,false,NRT,Asia Pacific,Tokyo,78,11.29
152.70.103.145,2086,2086,false,NRT,Asia Pacific,Tokyo,71,11.28
129.159.196.167,443,443,true,FRA,Europe,Frankfurt,167,11.28
158.101.133.129,8443,8443,true,NRT,Asia Pacific,Tokyo,102,11.28
151.145.66.219,2095,2095,false,NRT,Asia Pacific,Tokyo,70,11.27
151.145.71.40,2095,2095,false,NRT,Asia Pacific,Tokyo,71,11.27
151.145.68.104,2053,2053,true,NRT,Asia Pacific,Tokyo,112,11.25
138.2.24.114,2053,2053,true,NRT,Asia Pacific,Tokyo,99,11.25
150.230.217.63,2052,2052,false,NRT,Asia Pacific,Tokyo,79,11.25
141.147.179.64,2086,2086,false,NRT,Asia Pacific,Tokyo,71,11.24
138.3.212.226,2095,2095,false,NRT,Asia Pacific,Tokyo,68,11.24
151.145.69.174,2082,2082,false,NRT,Asia Pacific,Tokyo,75,11.23
138.3.210.114,2052,2052,false,NRT,Asia Pacific,Tokyo,72,11.22
168.138.198.202,2052,2052,false,NRT,Asia Pacific,Tokyo,70,11.22
138.3.218.160,2086,2086,false,NRT,Asia Pacific,Tokyo,70,11.21
138.3.214.43,2082,2082,false,NRT,Asia Pacific,Tokyo,67,11.21
141.147.191.132,8080,8080,false,NRT,Asia Pacific,Tokyo,75,11.21
158.101.131.218,2053,2053,true,NRT,Asia Pacific,Tokyo,87,11.20
138.3.218.160,2052,2052,false,NRT,Asia Pacific,Tokyo,75,11.19
158.101.139.42,2083,2083,true,NRT,Asia Pacific,Tokyo,147,11.19
141.147.174.7,8443,8443,true,NRT,Asia Pacific,Tokyo,126,11.18
158.101.140.255,8443,8443,true,NRT,Asia Pacific,Tokyo,156,11.18
138.2.19.122,2083,2083,true,NRT,Asia Pacific,Tokyo,75,11.17
158.101.137.74,2086,2086,false,NRT,Asia Pacific,Tokyo,75,11.17
141.144.232.42,443,443,true,FRA,Europe,Frankfurt,166,11.16
141.147.178.202,8443,8443,true,NRT,Asia Pacific,Tokyo,93,11.16
158.101.155.158,2082,2082,false,NRT,Asia Pacific,Tokyo,77,11.16
152.70.106.21,8443,8443,true,NRT,Asia Pacific,Tokyo,127,11.15
158.101.149.81,2082,2082,false,NRT,Asia Pacific,Tokyo,81,11.15
158.101.154.70,8880,8880,false,NRT,Asia Pacific,Tokyo,71,11.15
150.230.219.83,8443,8443,true,NRT,Asia Pacific,Tokyo,93,11.15
140.238.50.32,2087,0,true,NRT,Asia Pacific,Tokyo,74,11.15
150.230.217.63,2082,2082,false,NRT,Asia Pacific,Tokyo,69,11.14
168.138.198.202,2082,2082,false,NRT,Asia Pacific,Tokyo,69,11.14
193.123.33.15,443,443,true,FRA,Europe,Frankfurt,176,11.14
150.230.220.232,2052,2052,false,NRT,Asia Pacific,Tokyo,71,11.14
130.162.56.56,443,443,true,FRA,Europe,Frankfurt,189,11.14
141.147.169.195,2082,2082,false,NRT,Asia Pacific,Tokyo,73,11.13
152.70.111.251,2083,2083,true,NRT,Asia Pacific,Tokyo,89,11.13
158.101.137.74,2052,2052,false,NRT,Asia Pacific,Tokyo,78,11.13
132.145.127.51,80,80,false,NRT,Asia Pacific,Tokyo,74,11.13
158.101.219.251,443,443,true,AMS,Europe,Amsterdam,183,11.12
155.248.160.116,2095,2095,false,NRT,Asia Pacific,Tokyo,70,11.12
138.2.18.11,2095,2095,false,NRT,Asia Pacific,Tokyo,69,11.10
152.70.98.174,2096,2096,true,NRT,Asia Pacific,Tokyo,97,11.10
141.147.104.19,443,443,true,FRA,Europe,Frankfurt,192,11.10
151.145.69.174,8080,8080,false,NRT,Asia Pacific,Tokyo,71,11.09
138.2.104.2,2082,2082,false,SIN,Asia Pacific,Singapore,24,11.09
193.122.54.252,443,443,true,FRA,Europe,Frankfurt,178,11.09
138.2.13.133,8880,8880,false,NRT,Asia Pacific,Tokyo,71,11.09
138.3.212.162,2053,2053,true,NRT,Asia Pacific,Tokyo,102,11.09
141.144.196.239,443,443,true,AMS,Europe,Amsterdam,241,11.09
141.147.169.131,2095,2095,false,NRT,Asia Pacific,Tokyo,72,11.08
141.147.164.123,8080,8080,false,NRT,Asia Pacific,Tokyo,69,11.08
138.3.247.118,443,443,true,FRA,Europe,Frankfurt,169,11.07
158.101.142.103,8880,8880,false,NRT,Asia Pacific,Tokyo,73,11.07
141.147.174.190,2086,2086,false,NRT,Asia Pacific,Tokyo,78,11.07
141.147.46.75,443,443,true,FRA,Europe,Frankfurt,166,11.07
168.138.200.159,2082,2082,false,NRT,Asia Pacific,Tokyo,71,11.06
158.101.158.238,2086,2086,false,NRT,Asia Pacific,Tokyo,77,11.06
151.145.66.219,2086,2086,false,NRT,Asia Pacific,Tokyo,70,11.06
140.238.32.184,2083,0,true,NRT,Asia Pacific,Tokyo,69,11.06
158.101.139.42,80,80,false,NRT,Asia Pacific,Tokyo,71,11.05
152.70.111.251,2087,2087,true,NRT,Asia Pacific,Tokyo,69,11.05
158.101.146.165,80,80,false,NRT,Asia Pacific,Tokyo,75,11.05
152.70.107.26,2095,2095,false,NRT,Asia Pacific,Tokyo,73,11.05
138.3.254.39,443,443,true,FRA,Europe,Frankfurt,196,11.04
158.101.158.238,2052,2052,false,NRT,Asia Pacific,Tokyo,78,11.03
152.70.111.251,80,80,false,NRT,Asia Pacific,Tokyo,70,11.03
138.3.208.9,8443,8443,true,NRT,Asia Pacific,Tokyo,184,11.02
141.147.191.211,2087,2087,true,NRT,Asia Pacific,Tokyo,86,11.01
150.230.99.173,80,80,false,NRT,Asia Pacific,Tokyo,70,11.01
168.138.198.53,2082,2082,false,NRT,Asia Pacific,Tokyo,71,11.00
158.101.143.49,8443,8443,true,NRT,Asia Pacific,Tokyo,90,11.00
158.101.149.71,2083,2083,true,NRT,Asia Pacific,Tokyo,121,11.00
150.230.220.232,8080,8080,false,NRT,Asia Pacific,Tokyo,84,10.99
141.144.244.147,443,443,true,FRA,Europe,Frankfurt,221,10.99
158.101.137.74,2096,2096,true,NRT,Asia Pacific,Tokyo,116,10.99
150.230.208.83,8080,8080,false,NRT,Asia Pacific,Tokyo,71,10.99
141.147.189.242,2087,2087,true,NRT,Asia Pacific,Tokyo,69,10.98
141.147.27.126,443,443,true,FRA,Europe,Frankfurt,189,10.97
141.147.174.190,2082,2082,false,NRT,Asia Pacific,Tokyo,75,10.97
158.101.137.96,80,80,false,NRT,Asia Pacific,Tokyo,71,10.97
150.230.201.63,2087,2087,true,NRT,Asia Pacific,Tokyo,118,10.97
141.147.189.23,2096,2096,true,NRT,Asia Pacific,Tokyo,70,10.96
141.147.117.181,443,443,true,FRA,Europe,Frankfurt,177,10.96
158.101.159.212,2053,2053,true,NRT,Asia Pacific,Tokyo,210,10.96
141.147.164.123,2053,2053,true,NRT,Asia Pacific,Tokyo,142,10.96
89.168.89.198,443,443,true,FRA,Europe,Frankfurt,219,10.95
141.147.164.123,2087,2087,true,NRT,Asia Pacific,Tokyo,136,10.95
168.138.205.38,2052,2052,false,NRT,Asia Pacific,Tokyo,102,10.94
141.147.8.130,443,443,true,FRA,Europe,Frankfurt,190,10.94
150.230.205.56,2086,2086,false,NRT,Asia Pacific,Tokyo,70,10.94
158.101.140.255,8880,8880,false,NRT,Asia Pacific,Tokyo,71,10.93
138.2.14.209,2052,2052,false,NRT,Asia Pacific,Tokyo,78,10.93
141.147.164.54,8080,8080,false,NRT,Asia Pacific,Tokyo,75,10.93
158.101.150.74,8880,8880,false,NRT,Asia Pacific,Tokyo,78,10.92
130.162.58.32,443,443,true,FRA,Europe,Frankfurt,189,10.92
141.147.12.223,443,443,true,FRA,Europe,Frankfurt,191,10.91
141.147.178.115,2053,2053,true,NRT,Asia Pacific,Tokyo,101,10.91
132.145.126.204,8443,8443,true,NRT,Asia Pacific,Tokyo,71,10.91
158.101.150.126,2095,2095,false,NRT,Asia Pacific,Tokyo,77,10.90
138.3.223.70,2096,2096,true,NRT,Asia Pacific,Tokyo,118,10.90
151.145.68.166,8443,8443,true,NRT,Asia Pacific,Tokyo,85,10.89
132.145.127.21,2082,2082,false,NRT,Asia Pacific,Tokyo,70,10.89
84.8.145.247,443,443,true,AMS,Europe,Amsterdam,197,10.89
158.101.147.4,2082,2082,false,NRT,Asia Pacific,Tokyo,77,10.89
138.3.210.114,2086,2086,false,NRT,Asia Pacific,Tokyo,73,10.89
151.145.68.104,2095,2095,false,NRT,Asia Pacific,Tokyo,67,10.88
158.101.133.129,8080,8080,false,NRT,Asia Pacific,Tokyo,71,10.88
158.101.133.129,2086,2086,false,NRT,Asia Pacific,Tokyo,80,10.87
151.145.74.199,8080,8080,false,NRT,Asia Pacific,Tokyo,76,10.87
150.230.202.232,2095,2095,false,NRT,Asia Pacific,Tokyo,75,10.86
138.2.19.122,2087,2087,true,NRT,Asia Pacific,Tokyo,92,10.86
158.101.140.255,2053,2053,true,NRT,Asia Pacific,Tokyo,85,10.86
150.230.200.210,2083,2083,true,NRT,Asia Pacific,Tokyo,143,10.85
132.145.125.165,2086,2086,false,NRT,Asia Pacific,Tokyo,71,10.84
150.230.105.53,8880,8880,false,NRT,Asia Pacific,Tokyo,70,10.83
130.162.221.80,443,443,true,FRA,Europe,Frankfurt,178,10.83
158.180.58.87,443,443,true,FRA,Europe,Frankfurt,195,10.83
155.248.168.251,80,80,false,NRT,Asia Pacific,Tokyo,71,10.82
158.101.158.238,2082,2082,false,NRT,Asia Pacific,Tokyo,70,10.82
141.147.189.242,2095,2095,false,NRT,Asia Pacific,Tokyo,74,10.82
138.3.217.39,2087,2087,true,NRT,Asia Pacific,Tokyo,118,10.81
150.230.205.56,2082,2082,false,NRT,Asia Pacific,Tokyo,77,10.81
138.3.210.114,80,80,false,NRT,Asia Pacific,Tokyo,77,10.81
168.138.205.195,2052,2052,false,NRT,Asia Pacific,Tokyo,70,10.81
141.147.169.131,8880,8880,false,NRT,Asia Pacific,Tokyo,72,10.80
152.70.103.145,2083,2083,true,NRT,Asia Pacific,Tokyo,71,10.80
158.101.149.81,2095,2095,false,NRT,Asia Pacific,Tokyo,81,10.80
132.145.123.14,2053,2053,true,NRT,Asia Pacific,Tokyo,96,10.80
138.3.211.101,2096,2096,true,NRT,Asia Pacific,Tokyo,72,10.80
158.101.140.154,2052,2052,false,NRT,Asia Pacific,Tokyo,71,10.80
141.147.160.221,8443,8443,true,NRT,Asia Pacific,Tokyo,87,10.80
158.101.158.238,80,80,false,NRT,Asia Pacific,Tokyo,71,10.79
140.238.127.196,443,443,true,FRA,Europe,Frankfurt,178,10.79
132.145.123.238,2086,2086,false,NRT,Asia Pacific,Tokyo,74,10.78
152.70.98.174,2087,2087,true,NRT,Asia Pacific,Tokyo,115,10.77
141.147.164.123,2083,2083,true,NRT,Asia Pacific,Tokyo,88,10.77
151.145.70.28,2082,2082,false,NRT,Asia Pacific,Tokyo,76,10.77
150.230.109.252,2095,2095,false,NRT,Asia Pacific,Tokyo,74,10.77
158.101.142.103,8443,8443,true,NRT,Asia Pacific,Tokyo,111,10.76
150.230.208.83,80,80,false,NRT,Asia Pacific,Tokyo,77,10.76
138.2.25.122,2053,2053,true,NRT,Asia Pacific,Tokyo,104,10.75
150.230.216.34,2086,2086,false,NRT,Asia Pacific,Tokyo,75,10.75
155.248.166.141,2095,2095,false,NRT,Asia Pacific,Tokyo,73,10.75
158.101.136.239,8443,8443,true,NRT,Asia Pacific,Tokyo,86,10.74
141.147.178.202,80,80,false,NRT,Asia Pacific,Tokyo,72,10.74
155.248.166.141,2053,2053,true,NRT,Asia Pacific,Tokyo,78,10.74
150.230.205.56,2095,2095,false,NRT,Asia Pacific,Tokyo,70,10.74
141.147.169.131,2083,2083,true,NRT,Asia Pacific,Tokyo,109,10.73
193.122.53.225,443,443,true,FRA,Europe,Frankfurt,168,10.73
151.145.74.199,2052,2052,false,NRT,Asia Pacific,Tokyo,69,10.73
193.123.37.113,443,443,true,FRA,Europe,Frankfurt,200,10.72
168.138.205.38,2096,2096,true,NRT,Asia Pacific,Tokyo,70,10.71
158.101.155.115,8880,8880,false,NRT,Asia Pacific,Tokyo,70,10.71
143.47.246.29,443,443,true,FRA,Europe,Frankfurt,180,10.71
138.2.8.232,80,80,false,NRT,Asia Pacific,Tokyo,73,10.70
158.101.159.212,8080,8080,false,NRT,Asia Pacific,Tokyo,77,10.70
140.238.54.182,2087,0,true,NRT,Asia Pacific,Tokyo,72,10.70
141.147.182.70,2082,2082,false,NRT,Asia Pacific,Tokyo,72,10.69
150.230.212.213,8880,8880,false,NRT,Asia Pacific,Tokyo,69,10.69
130.162.61.18,80,80,false,FRA,Europe,Frankfurt,180,10.68
140.238.54.164,2053,2053,true,NRT,Asia Pacific,Tokyo,75,10.68
138.2.7.72,8080,8080,false,NRT,Asia Pacific,Tokyo,71,10.68
150.230.221.114,80,80,false,NRT,Asia Pacific,Tokyo,70,10.68
132.145.127.51,2083,2083,true,NRT,Asia Pacific,Tokyo,76,10.68
158.101.149.52,2052,2052,false,NRT,Asia Pacific,Tokyo,75,10.66
141.147.167.40,2083,2083,true,NRT,Asia Pacific,Tokyo,110,10.66
158.101.142.103,8080,8080,false,NRT,Asia Pacific,Tokyo,74,10.66
130.162.254.199,443,443,true,FRA,Europe,Frankfurt,234,10.65
150.230.201.63,2053,2053,true,NRT,Asia Pacific,Tokyo,104,10.65
130.162.230.236,443,443,true,FRA,Europe,Frankfurt,167,10.65
141.147.168.13,80,80,false,NRT,Asia Pacific,Tokyo,81,10.65
138.3.212.144,80,80,false,NRT,Asia Pacific,Tokyo,70,10.65
158.101.149.52,8443,8443,true,NRT,Asia Pacific,Tokyo,99,10.65
150.230.222.185,2095,2095,false,NRT,Asia Pacific,Tokyo,70,10.65
150.230.101.125,2095,2095,false,NRT,Asia Pacific,Tokyo,73,10.65
158.101.158.251,2096,2096,true,NRT,Asia Pacific,Tokyo,125,10.64
132.145.125.165,2083,2083,true,NRT,Asia Pacific,Tokyo,78,10.64
152.70.111.251,2052,2052,false,NRT,Asia Pacific,Tokyo,75,10.64
151.145.74.56,2086,2086,false,NRT,Asia Pacific,Tokyo,72,10.63
151.145.74.199,2083,2083,true,NRT,Asia Pacific,Tokyo,85,10.63
158.101.142.103,2086,2086,false,NRT,Asia Pacific,Tokyo,72,10.62
152.70.106.185,80,80,false,NRT,Asia Pacific,Tokyo,74,10.62
150.230.212.9,2082,2082,false,NRT,Asia Pacific,Tokyo,85,10.60
158.101.145.246,8880,8880,false,NRT,Asia Pacific,Tokyo,69,10.60
152.70.106.21,2083,2083,true,NRT,Asia Pacific,Tokyo,74,10.60
151.145.65.8,2053,2053,true,NRT,Asia Pacific,Tokyo,88,10.59
143.47.178.22,443,443,true,FRA,Europe,Frankfurt,198,10.58
141.147.182.76,2052,2052,false,NRT,Asia Pacific,Tokyo,71,10.57
130.61.203.115,8443,443,true,FRA,Europe,Frankfurt,177,10.57
141.147.189.23,2086,2086,false,NRT,Asia Pacific,Tokyo,75,10.57
132.145.125.86,8080,8080,false,NRT,Asia Pacific,Tokyo,71,10.57
151.145.66.219,80,80,false,NRT,Asia Pacific,Tokyo,74,10.57
150.230.104.197,80,80,false,NRT,Asia Pacific,Tokyo,74,10.56
168.138.198.53,2052,2052,false,NRT,Asia Pacific,Tokyo,71,10.56
138.3.218.160,80,80,false,NRT,Asia Pacific,Tokyo,74,10.56
144.21.55.87,443,0,true,FRA,Europe,Frankfurt,180,10.56
152.70.103.145,2052,2052,false,NRT,Asia Pacific,Tokyo,78,10.55
151.145.74.199,8443,8443,true,NRT,Asia Pacific,Tokyo,83,10.55
158.180.15.8,443,443,true,AMS,Europe,Amsterdam,192,10.55
151.145.65.8,2082,2082,false,NRT,Asia Pacific,Tokyo,70,10.55
152.70.106.21,2082,2082,false,NRT,Asia Pacific,Tokyo,69,10.55
84.8.150.9,443,443,true,FRA,Europe,Frankfurt,214,10.54
138.3.211.101,8880,8880,false,NRT,Asia Pacific,Tokyo,71,10.54
143.47.190.212,443,443,true,FRA,Europe,Frankfurt,198,10.53
168.138.206.68,2096,2096,true,NRT,Asia Pacific,Tokyo,70,10.53
158.101.142.103,8443,8443,true,NRT,Asia Pacific,Tokyo,92,10.53
152.70.106.195,80,80,false,NRT,Asia Pacific,Tokyo,98,10.52
158.101.158.251,8443,8443,true,NRT,Asia Pacific,Tokyo,155,10.52
138.3.223.50,2095,2095,false,NRT,Asia Pacific,Tokyo,72,10.51
152.70.98.174,8443,8443,true,NRT,Asia Pacific,Tokyo,88,10.51
132.145.125.165,8880,8880,false,NRT,Asia Pacific,Tokyo,71,10.51
150.230.213.95,8080,8080,false,NRT,Asia Pacific,Tokyo,79,10.51
141.147.162.204,2082,2082,false,NRT,Asia Pacific,Tokyo,82,10.51
168.138.198.202,2096,2096,true,NRT,Asia Pacific,Tokyo,73,10.51
193.123.63.129,443,443,true,FRA,Europe,Frankfurt,190,10.51
138.3.222.204,8443,8443,true,NRT,Asia Pacific,Tokyo,142,10.51
158.101.155.246,2082,2082,false,NRT,Asia Pacific,Tokyo,74,10.51
158.101.155.246,2087,2087,true,NRT,Asia Pacific,Tokyo,130,10.50
158.101.145.246,2082,2082,false,NRT,Asia Pacific,Tokyo,75,10.50
151.145.74.56,2082,2082,false,NRT,Asia Pacific,Tokyo,71,10.50
141.147.36.11,443,443,true,FRA,Europe,Frankfurt,166,10.50
158.101.140.154,2086,2086,false,NRT,Asia Pacific,Tokyo,71,10.50
138.2.29.250,80,80,false,NRT,Asia Pacific,Tokyo,71,10.50
141.147.174.190,80,80,false,NRT,Asia Pacific,Tokyo,69,10.50
158.101.155.158,2052,2052,false,NRT,Asia Pacific,Tokyo,71,10.49
141.147.164.153,2082,2082,false,NRT,Asia Pacific,Tokyo,91,10.49
141.147.185.149,2082,2082,false,NRT,Asia Pacific,Tokyo,72,10.49
158.101.150.126,80,80,false,NRT,Asia Pacific,Tokyo,69,10.49
141.147.166.189,2086,2086,false,NRT,Asia Pacific,Tokyo,79,10.48
143.47.191.34,443,443,true,FRA,Europe,Frankfurt,172,10.48
129.159.192.98,443,443,true,FRA,Europe,Frankfurt,175,10.48
141.147.183.96,2082,2082,false,NRT,Asia Pacific,Tokyo,72,10.48
140.238.52.81,2053,2053,true,NRT,Asia Pacific,Tokyo,71,10.48
129.159.240.121,443,443,true,FRA,Europe,Frankfurt,177,10.48
140.238.50.32,2083,2083,true,NRT,Asia Pacific,Tokyo,74,10.47
138.3.223.70,2053,2053,true,NRT,Asia Pacific,Tokyo,98,10.47
141.147.162.204,2086,2086,false,NRT,Asia Pacific,Tokyo,86,10.47
150.230.202.232,80,80,false,NRT,Asia Pacific,Tokyo,69,10.47
158.101.202.190,443,443,true,FRA,Europe,Frankfurt,173,10.46
158.101.150.126,2082,2082,false,NRT,Asia Pacific,Tokyo,77,10.46
138.3.211.101,2052,2052,false,NRT,Asia Pacific,Tokyo,70,10.46
152.70.104.69,2086,2086,false,NRT,Asia Pacific,Tokyo,72,10.45
138.3.210.114,2095,2095,false,NRT,Asia Pacific,Tokyo,76,10.45
141.147.181.148,8443,8443,true,NRT,Asia Pacific,Tokyo,117,10.45
132.145.127.51,8880,8880,false,NRT,Asia Pacific,Tokyo,69,10.45
158.101.159.181,2095,2095,false,NRT,Asia Pacific,Tokyo,70,10.45
158.101.136.239,2095,2095,false,NRT,Asia Pacific,Tokyo,79,10.43
158.101.146.160,2052,2052,false,NRT,Asia Pacific,Tokyo,71,10.42
150.230.221.219,2087,2087,true,NRT,Asia Pacific,Tokyo,169,10.42
158.101.150.126,2086,2086,false,NRT,Asia Pacific,Tokyo,73,10.41
151.145.71.40,8880,8880,false,NRT,Asia Pacific,Tokyo,70,10.41
158.101.155.158,8080,8080,false,NRT,Asia Pacific,Tokyo,70,10.41
168.138.205.38,80,80,false,NRT,Asia Pacific,Tokyo,74,10.41
84.235.166.54,443,443,true,FRA,Europe,Frankfurt,175,10.40
141.147.162.204,80,80,false,NRT,Asia Pacific,Tokyo,71,10.40
141.144.204.27,8443,443,true,AMS,Europe,Amsterdam,184,10.39
150.230.201.39,8880,8880,false,NRT,Asia Pacific,Tokyo,71,10.38
138.3.210.114,2096,2096,true,NRT,Asia Pacific,Tokyo,125,10.38
152.70.99.218,80,80,false,NRT,Asia Pacific,Tokyo,77,10.37
155.248.168.251,8080,8080,false,NRT,Asia Pacific,Tokyo,71,10.37
150.230.201.39,2096,2096,true,NRT,Asia Pacific,Tokyo,73,10.36
141.147.191.132,2052,2052,false,NRT,Asia Pacific,Tokyo,69,10.36
168.138.206.68,2082,2082,false,NRT,Asia Pacific,Tokyo,75,10.35
155.248.168.251,8443,8443,true,NRT,Asia Pacific,Tokyo,88,10.35
193.123.60.6,443,443,true,FRA,Europe,Frankfurt,172,10.34
138.2.177.230,443,443,true,FRA,Europe,Frankfurt,166,10.34
155.248.166.39,2095,2095,false,NRT,Asia Pacific,Tokyo,77,10.34
151.145.70.28,8880,8880,false,NRT,Asia Pacific,Tokyo,70,10.34
138.2.12.32,2052,2052,false,NRT,Asia Pacific,Tokyo,69,10.33
151.145.70.28,8443,8443,true,NRT,Asia Pacific,Tokyo,93,10.32
158.101.140.154,8880,8880,false,NRT,Asia Pacific,Tokyo,73,10.32
152.70.107.26,2053,2053,true,NRT,Asia Pacific,Tokyo,104,10.32
141.147.168.159,2086,2086,false,NRT,Asia Pacific,Tokyo,70,10.32
138.3.246.79,443,443,true,FRA,Europe,Frankfurt,274,10.32
138.2.19.122,2086,2086,false,NRT,Asia Pacific,Tokyo,73,10.30
132.145.125.165,2096,2096,true,NRT,Asia Pacific,Tokyo,73,10.30
141.147.189.23,2052,2052,false,NRT,Asia Pacific,Tokyo,74,10.30
155.248.166.39,2083,2083,true,NRT,Asia Pacific,Tokyo,75,10.30
152.70.106.195,2096,2096,true,NRT,Asia Pacific,Tokyo,172,10.29
132.145.123.143,2095,2095,false,NRT,Asia Pacific,Tokyo,74,10.29
150.230.107.94,8080,8080,false,NRT,Asia Pacific,Tokyo,77,10.29
141.144.224.137,443,443,true,FRA,Europe,Frankfurt,166,10.29
158.101.140.255,8080,8080,false,NRT,Asia Pacific,Tokyo,75,10.29
150.230.199.118,2087,2087,true,NRT,Asia Pacific,Tokyo,136,10.29
84.235.168.113,443,443,true,FRA,Europe,Frankfurt,188,10.29
168.138.207.64,2095,2095,false,NRT,Asia Pacific,Tokyo,71,10.29
151.145.65.203,8880,8880,false,NRT,Asia Pacific,Tokyo,78,10.28
141.144.202.180,443,443,true,FRA,Europe,Frankfurt,195,10.28
168.138.205.195,8880,8880,false,NRT,Asia Pacific,Tokyo,72,10.27
151.145.65.203,2087,2087,true,NRT,Asia Pacific,Tokyo,76,10.27
141.147.174.190,2053,2053,true,NRT,Asia Pacific,Tokyo,142,10.26
158.101.140.255,2096,2096,true,NRT,Asia Pacific,Tokyo,97,10.26
150.230.192.173,2052,2052,false,NRT,Asia Pacific,Tokyo,68,10.25
138.2.158.133,443,443,true,FRA,Europe,Frankfurt,190,10.25
150.230.196.73,2096,2096,true,NRT,Asia Pacific,Tokyo,198,10.24
138.2.13.133,8080,8080,false,NRT,Asia Pacific,Tokyo,75,10.23
158.180.63.91,443,443,true,FRA,Europe,Frankfurt,197,10.22
155.248.167.70,8080,8080,false,NRT,Asia Pacific,Tokyo,70,10.22
138.2.7.72,2052,2052,false,NRT,Asia Pacific,Tokyo,74,10.22
158.101.149.52,8080,8080,false,NRT,Asia Pacific,Tokyo,75,10.22
144.24.185.177,443,443,true,FRA,Europe,Frankfurt,178,10.21
132.145.123.112,2095,2095,false,NRT,Asia Pacific,Tokyo,70,10.20
158.101.147.4,2052,2052,false,NRT,Asia Pacific,Tokyo,69,10.20
158.101.152.221,2096,2096,true,NRT,Asia Pacific,Tokyo,119,10.20
144.24.186.228,443,443,true,FRA,Europe,Frankfurt,216,10.19
158.101.144.189,8880,8880,false,NRT,Asia Pacific,Tokyo,78,10.19
141.147.167.44,2086,2086,false,NRT,Asia Pacific,Tokyo,74,10.19
155.248.166.141,8080,8080,false,NRT,Asia Pacific,Tokyo,71,10.19
158.101.144.34,2095,2095,false,NRT,Asia Pacific,Tokyo,73,10.18
155.248.160.116,8080,8080,false,NRT,Asia Pacific,Tokyo,71,10.18
138.2.145.193,443,443,true,FRA,Europe,Frankfurt,166,10.18
158.101.216.172,443,443,true,FRA,Europe,Frankfurt,175,10.17
132.145.123.14,2095,2095,false,NRT,Asia Pacific,Tokyo,69,10.17
140.238.32.184,2053,0,true,NRT,Asia Pacific,Tokyo,71,10.17
89.168.113.0,443,443,true,FRA,Europe,Frankfurt,231,10.15
141.147.186.210,2086,2086,false,NRT,Asia Pacific,Tokyo,74,10.15
141.147.168.159,2083,2083,true,NRT,Asia Pacific,Tokyo,185,10.14
138.2.20.48,2087,2087,true,NRT,Asia Pacific,Tokyo,131,10.14
150.230.192.173,2082,2082,false,NRT,Asia Pacific,Tokyo,71,10.14
158.101.144.34,2082,2082,false,NRT,Asia Pacific,Tokyo,69,10.14
150.230.207.53,8880,8880,false,NRT,Asia Pacific,Tokyo,70,10.13
141.147.181.148,2096,2096,true,NRT,Asia Pacific,Tokyo,96,10.13
151.145.71.127,2086,2086,false,NRT,Asia Pacific,Tokyo,73,10.13
150.230.222.185,2096,2096,true,NRT,Asia Pacific,Tokyo,124,10.13
138.3.214.43,2053,2053,true,NRT,Asia Pacific,Tokyo,77,10.13
